assertion_id,pathway_id,node_ref,element_type,element_name,slot,mods,mode,flags,assertion_class,schedule_bearing,library_value
adriatic:n0:agents,adriatic,n0,phase,Cisplatin (or carboplatin) + etoposide,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Cisplatin (or carboplatin) + etoposide [Cisplatin + etoposide] {Chemotherapy}
adriatic:n0:cycle_length,adriatic,n0,phase,Cisplatin (or carboplatin) + etoposide,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
adriatic:n0:n_cycles,adriatic,n0,phase,Cisplatin (or carboplatin) + etoposide,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,4
adriatic:n0:visit_days,adriatic,n0,phase,Cisplatin (or carboplatin) + etoposide,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,day 1: Cisplatin and etoposide | day 2: Etoposide | day 3: Etoposide
adriatic:n1:agents,adriatic,n1,phase,Radiation to the chest,Phase 2 (Radiation; weekdays),Radiation,weekdays,concurrent,agents,Y,Radiation to the chest [Radiation] {Radiation}
adriatic:n1:duration,adriatic,n1,phase,Radiation to the chest,Phase 2 (Radiation; weekdays),Radiation,weekdays,concurrent,duration,Y,3 weeks (weekdays)
adriatic:n2:agents,adriatic,n2,phase,Preventive brain radiation (PCI),Phase 3 (Radiation; weekdays),Radiation,weekdays,optional; off by default,agents,Y,Preventive brain radiation (PCI) [Brain radiation] {Radiation}
adriatic:n2:duration,adriatic,n2,phase,Preventive brain radiation (PCI),Phase 3 (Radiation; weekdays),Radiation,weekdays,optional; off by default,duration,Y,2 weeks (weekdays)
adriatic:n3:interval_duration,adriatic,n3,interval,Recovery,Interval: Recovery,,,,interval_duration,Y,3 weeks (Recovery)
adriatic:n4:agents,adriatic,n4,phase,Durvalumab (Imfinzi),Phase 4 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Durvalumab (Imfinzi) [Durvalumab] {Immunotherapy}
adriatic:n4:cycle_length,adriatic,n4,phase,Durvalumab (Imfinzi),Phase 4 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,28 days
adriatic:n4:n_cycles,adriatic,n4,phase,Durvalumab (Imfinzi),Phase 4 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,26
adriatic:pathway:sequence,adriatic,pathway,pathway,"Limited-stage SCLC: chemoradiation, then durvalumab",Sequence of steps,,,,sequence,N,Cisplatin (or carboplatin) + etoposide -> Radiation to the chest -> Preventive brain radiation (PCI) -> Recovery -> Durvalumab (Imfinzi)
kidney-surv:n0:procedure_identity,kidney-surv,n0,procedure,Surgery (partial or radical nephrectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (partial or radical nephrectomy) {Surgery}
kidney-surv:n1:interval_duration,kidney-surv,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
kidney-surv:n2:agents,kidney-surv,n2,phase,Surveillance,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
kidney-surv:n2:frequency_text,kidney-surv,n2,phase,Surveillance,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Scans every 6 to 12 months
kidney-surv:pathway:sequence,kidney-surv,pathway,pathway,"Nephrectomy, then surveillance",Sequence of steps,,,,sequence,N,Surgery (partial or radical nephrectomy) -> Healing after surgery -> Surveillance
cm274:n0:agents,cm274,n0,phase,Gemcitabine + cisplatin (or dose-dense MVAC),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Gemcitabine + cisplatin (or dose-dense MVAC) [Gem/cis chemo] {Chemotherapy}
cm274:n0:cycle_length,cm274,n0,phase,Gemcitabine + cisplatin (or dose-dense MVAC),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
cm274:n0:n_cycles,cm274,n0,phase,Gemcitabine + cisplatin (or dose-dense MVAC),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,4
cm274:n0:visit_days,cm274,n0,phase,Gemcitabine + cisplatin (or dose-dense MVAC),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,day 1: Cisplatin and gemcitabine | day 8: Gemcitabine
cm274:n1:interval_duration,cm274,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,5 weeks (Recovery before surgery)
cm274:n2:procedure_identity,cm274,n2,procedure,Surgery (radical cystectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (radical cystectomy) {Surgery}
cm274:n3:interval_duration,cm274,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,8 weeks (Healing after surgery)
cm274:n4:decision_condition,cm274,n4,decision,Pathology results,Decision 1,,,,decision_condition,N,What did the pathology report show?
cm274:n4:branch_set,cm274,n4,decision,Pathology results,Decision 1,,,,branch_set,N,Little or no cancer remained | High-risk cancer remained
cm274:n4.b0.n0:agents,cm274,n4.b0.n0,phase,Surveillance,Phase 2 (Surveillance; ongoing) [branch: Little or no cancer remained],Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance} [branch: Little or no cancer remained]
cm274:n4.b0.n0:frequency_text,cm274,n4.b0.n0,phase,Surveillance,Phase 2 (Surveillance; ongoing) [branch: Little or no cancer remained],Surveillance,ongoing,open-ended,frequency_text,N,Scans every 3 to 6 months
cm274:n4.b1.n0:agents,cm274,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: High-risk cancer remained],Immunotherapy,cycles,,agents,Y,Nivolumab (Opdivo) [Nivolumab] {Immunotherapy} [branch: High-risk cancer remained]
cm274:n4.b1.n0:cycle_length,cm274,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: High-risk cancer remained],Immunotherapy,cycles,,cycle_length,Y,28 days
cm274:n4.b1.n0:n_cycles,cm274,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: High-risk cancer remained],Immunotherapy,cycles,,n_cycles,Y,13
cm274:pathway:sequence,cm274,pathway,pathway,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",Sequence of steps,,,,sequence,N,Gemcitabine + cisplatin (or dose-dense MVAC) -> Recovery before surgery -> Surgery (radical cystectomy) -> Healing after surgery -> Decision(Pathology results){Little or no cancer remained: [Surveillance]; High-risk cancer remained: [Nivolumab (Opdivo)]}
prostatectomy:n0:procedure_identity,prostatectomy,n0,procedure,Surgery (radical prostatectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (radical prostatectomy) {Surgery}
prostatectomy:n1:interval_duration,prostatectomy,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
prostatectomy:n2:agents,prostatectomy,n2,phase,PSA surveillance,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,PSA surveillance [Surveillance] {Surveillance}
prostatectomy:n2:frequency_text,prostatectomy,n2,phase,PSA surveillance,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,PSA blood test every 3 to 6 months
prostatectomy:n3:agents,prostatectomy,n3,phase,Radiation if the PSA rises (salvage),Phase 2 (Radiation; weekdays),Radiation,weekdays,optional; off by default,agents,Y,Radiation if the PSA rises (salvage) [Radiation if needed] {Radiation}
prostatectomy:pathway:sequence,prostatectomy,pathway,pathway,"Radical prostatectomy, PSA surveillance, radiation only if PSA rises",Sequence of steps,,,,sequence,N,Surgery (radical prostatectomy) -> Healing after surgery -> PSA surveillance -> Radiation if the PSA rises (salvage)
ls022:n0:procedure_identity,ls022,n0,procedure,Surgery (nephrectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (nephrectomy) {Surgery}
ls022:n1:interval_duration,ls022,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,8 weeks (Healing after surgery)
ls022:n2:agents,ls022,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
ls022:n2:cycle_length,ls022,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,42 days
ls022:n2:n_cycles,ls022,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,9
ls022:n3:agents,ls022,n3,phase,Belzutifan (Welireg) tablets,Phase 2 (Targeted therapy; daily),Targeted therapy,daily,concurrent,agents,Y,Belzutifan (Welireg) tablets [Belzutifan] {Targeted therapy}
ls022:n3:duration,ls022,n3,phase,Belzutifan (Welireg) tablets,Phase 2 (Targeted therapy; daily),Targeted therapy,daily,concurrent,duration,Y,54 weeks (daily)
ls022:n4:agents,ls022,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
ls022:n4:frequency_text,ls022,n4,phase,Surveillance,Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Scans every 6 months
ls022:pathway:sequence,ls022,pathway,pathway,"LITESPARK-022: nephrectomy, then pembrolizumab + belzutifan for a year",Sequence of steps,,,,sequence,N,Surgery (nephrectomy) -> Healing after surgery -> Pembrolizumab (Keytruda) -> Belzutifan (Welireg) tablets -> Surveillance
imvigor011:n0:agents,imvigor011,n0,phase,Cisplatin-based chemotherapy before surgery (if given),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,optional,agents,Y,Cisplatin-based chemotherapy before surgery (if given) [Gem/cis chemo] {Chemotherapy}
imvigor011:n0:cycle_length,imvigor011,n0,phase,Cisplatin-based chemotherapy before surgery (if given),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,optional,cycle_length,Y,21 days
imvigor011:n0:n_cycles,imvigor011,n0,phase,Cisplatin-based chemotherapy before surgery (if given),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,optional,n_cycles,Y,4
imvigor011:n0:visit_days,imvigor011,n0,phase,Cisplatin-based chemotherapy before surgery (if given),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,optional,visit_days,Y,day 1: Cisplatin and gemcitabine | day 8: Gemcitabine
imvigor011:n1:interval_duration,imvigor011,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,5 weeks (Recovery before surgery)
imvigor011:n2:procedure_identity,imvigor011,n2,procedure,Surgery (radical cystectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (radical cystectomy) {Surgery}
imvigor011:n3:interval_duration,imvigor011,n3,interval,Healing and first blood test,Interval: Healing and first blood test,,,,interval_duration,Y,8 weeks (Healing and first blood test)
imvigor011:n4:decision_condition,imvigor011,n4,decision,ctDNA blood test,Decision 1,,,,decision_condition,N,Was cancer DNA found in the blood?
imvigor011:n4:branch_set,imvigor011,n4,decision,ctDNA blood test,Decision 1,,,,branch_set,N,No cancer DNA detected | Cancer DNA detected
imvigor011:n4.b0.n0:agents,imvigor011,n4.b0.n0,phase,Surveillance with repeat ctDNA tests,Phase 2 (Surveillance; ongoing) [branch: No cancer DNA detected],Surveillance,ongoing,open-ended,agents,Y,Surveillance with repeat ctDNA tests [ctDNA surveillance] {Surveillance} [branch: No cancer DNA detected]
imvigor011:n4.b0.n0:frequency_text,imvigor011,n4.b0.n0,phase,Surveillance with repeat ctDNA tests,Phase 2 (Surveillance; ongoing) [branch: No cancer DNA detected],Surveillance,ongoing,open-ended,frequency_text,N,"Blood test every 6 to 12 weeks for a year, with scans"
imvigor011:n4.b1.n0:agents,imvigor011,n4.b1.n0,phase,Atezolizumab (Tecentriq),Phase 3 (Immunotherapy; cycles) [branch: Cancer DNA detected],Immunotherapy,cycles,,agents,Y,Atezolizumab (Tecentriq) [Atezolizumab] {Immunotherapy} [branch: Cancer DNA detected]
imvigor011:n4.b1.n0:cycle_length,imvigor011,n4.b1.n0,phase,Atezolizumab (Tecentriq),Phase 3 (Immunotherapy; cycles) [branch: Cancer DNA detected],Immunotherapy,cycles,,cycle_length,Y,28 days
imvigor011:n4.b1.n0:n_cycles,imvigor011,n4.b1.n0,phase,Atezolizumab (Tecentriq),Phase 3 (Immunotherapy; cycles) [branch: Cancer DNA detected],Immunotherapy,cycles,,n_cycles,Y,12
imvigor011:pathway:sequence,imvigor011,pathway,pathway,"IMvigor011: cystectomy, ctDNA testing, atezolizumab if ctDNA-positive",Sequence of steps,,,,sequence,N,Cisplatin-based chemotherapy before surgery (if given) -> Recovery before surgery -> Surgery (radical cystectomy) -> Healing and first blood test -> Decision(ctDNA blood test){No cancer DNA detected: [Surveillance with repeat ctDNA tests]; Cancer DNA detected: [Atezolizumab (Tecentriq)]}
prostate-short:n0:agents,prostate-short,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,agents,Y,Hormone therapy begins (ADT injection) [Hormone therapy] {Hormone (endocrine) therapy}
prostate-short:n0:cycle_length,prostate-short,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,cycle_length,Y,56 days
prostate-short:n0:n_cycles,prostate-short,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,n_cycles,Y,1
prostate-short:n0:visit_days,prostate-short,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,visit_days,Y,day 1: ADT injection
prostate-short:n1:agents,prostate-short,n1,phase,Radiation to the prostate,Phase 2 (Radiation; weekdays),Radiation,weekdays,,agents,Y,Radiation to the prostate [Radiation] {Radiation}
prostate-short:n2:agents,prostate-short,n2,phase,Hormone therapy continues during radiation,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,concurrent,agents,Y,Hormone therapy continues during radiation [Hormone therapy] {Hormone (endocrine) therapy}
prostate-short:n2:cycle_length,prostate-short,n2,phase,Hormone therapy continues during radiation,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,concurrent,cycle_length,Y,56 days
prostate-short:n2:n_cycles,prostate-short,n2,phase,Hormone therapy continues during radiation,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,concurrent,n_cycles,Y,1
prostate-short:n2:visit_days,prostate-short,n2,phase,Hormone therapy continues during radiation,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,concurrent,visit_days,Y,day 1: ADT injection
prostate-short:n3:agents,prostate-short,n3,phase,Surveillance,Phase 4 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
prostate-short:n3:frequency_text,prostate-short,n3,phase,Surveillance,Phase 4 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,PSA blood test every 6 months
prostate-short:pathway:sequence,prostate-short,pathway,pathway,Radiation + 4 months of ADT,Sequence of steps,,,,sequence,N,Hormone therapy begins (ADT injection) -> Radiation to the prostate -> Hormone therapy continues during radiation -> Surveillance
trimodality:n0:procedure_identity,trimodality,n0,procedure,Scope surgery to remove the visible tumor (TURBT),Procedure (Surgery),Surgery,,,procedure_identity,N,Scope surgery to remove the visible tumor (TURBT) {Surgery}
trimodality:n1:interval_duration,trimodality,n1,interval,Recovery,Interval: Recovery,,,,interval_duration,Y,3 weeks (Recovery)
trimodality:n2:agents,trimodality,n2,phase,Chemoradiation,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Chemoradiation [Radiation + chemo] {Radiation; Chemotherapy}
trimodality:n3:agents,trimodality,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
trimodality:n3:frequency_text,trimodality,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Scope checks every 3 months at first, plus scans"
trimodality:pathway:sequence,trimodality,pathway,pathway,"Trimodality bladder preservation: TURBT, chemoradiation, surveillance",Sequence of steps,,,,sequence,N,Scope surgery to remove the visible tumor (TURBT) -> Recovery -> Chemoradiation -> Surveillance
ev303:n0:agents,ev303,n0,phase,Enfortumab vedotin (Padcev) + pembrolizumab (Keytruda),Phase 1 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,agents,Y,Enfortumab vedotin (Padcev) + pembrolizumab (Keytruda) [Enfortumab + pembrolizumab] {Targeted therapy; Immunotherapy}
ev303:n0:cycle_length,ev303,n0,phase,Enfortumab vedotin (Padcev) + pembrolizumab (Keytruda),Phase 1 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,cycle_length,Y,21 days
ev303:n0:n_cycles,ev303,n0,phase,Enfortumab vedotin (Padcev) + pembrolizumab (Keytruda),Phase 1 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,n_cycles,Y,3
ev303:n0:visit_days,ev303,n0,phase,Enfortumab vedotin (Padcev) + pembrolizumab (Keytruda),Phase 1 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,visit_days,Y,day 1: Enfortumab vedotin and pembrolizumab | day 8: Enfortumab vedotin
ev303:n1:interval_duration,ev303,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,5 weeks (Recovery before surgery)
ev303:n2:procedure_identity,ev303,n2,procedure,Surgery (radical cystectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (radical cystectomy) {Surgery}
ev303:n3:interval_duration,ev303,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,8 weeks (Healing after surgery)
ev303:n4:agents,ev303,n4,phase,Enfortumab vedotin + pembrolizumab,Phase 2 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,agents,Y,Enfortumab vedotin + pembrolizumab [Enfortumab + pembrolizumab] {Targeted therapy; Immunotherapy}
ev303:n4:cycle_length,ev303,n4,phase,Enfortumab vedotin + pembrolizumab,Phase 2 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,cycle_length,Y,21 days
ev303:n4:n_cycles,ev303,n4,phase,Enfortumab vedotin + pembrolizumab,Phase 2 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,n_cycles,Y,6
ev303:n4:visit_days,ev303,n4,phase,Enfortumab vedotin + pembrolizumab,Phase 2 (Targeted therapy; Immunotherapy; cycles),Targeted therapy; Immunotherapy,cycles,,visit_days,Y,day 1: Enfortumab vedotin and pembrolizumab | day 8: Enfortumab vedotin
ev303:n5:agents,ev303,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
ev303:n5:cycle_length,ev303,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
ev303:n5:n_cycles,ev303,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,8
ev303:pathway:sequence,ev303,pathway,pathway,"KEYNOTE-905 / EV-303: enfortumab vedotin + pembrolizumab, cystectomy, EV + pembrolizumab",Sequence of steps,,,,sequence,N,Enfortumab vedotin (Padcev) + pembrolizumab (Keytruda) -> Recovery before surgery -> Surgery (radical cystectomy) -> Healing after surgery -> Enfortumab vedotin + pembrolizumab -> Pembrolizumab (Keytruda)
prostate-long:n0:agents,prostate-long,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,agents,Y,Hormone therapy begins (ADT injection) [Hormone therapy] {Hormone (endocrine) therapy}
prostate-long:n0:cycle_length,prostate-long,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,cycle_length,Y,84 days
prostate-long:n0:n_cycles,prostate-long,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,n_cycles,Y,1
prostate-long:n0:visit_days,prostate-long,n0,phase,Hormone therapy begins (ADT injection),Phase 1 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,visit_days,Y,day 1: ADT injection (lasts 3 months)
prostate-long:n1:agents,prostate-long,n1,phase,Radiation to the prostate,Phase 2 (Radiation; weekdays),Radiation,weekdays,,agents,Y,Radiation to the prostate [Radiation] {Radiation}
prostate-long:n2:agents,prostate-long,n2,phase,Hormone therapy continues,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,agents,Y,Hormone therapy continues [Hormone therapy] {Hormone (endocrine) therapy}
prostate-long:n2:cycle_length,prostate-long,n2,phase,Hormone therapy continues,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,cycle_length,Y,84 days
prostate-long:n2:n_cycles,prostate-long,n2,phase,Hormone therapy continues,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,n_cycles,Y,11
prostate-long:n2:visit_days,prostate-long,n2,phase,Hormone therapy continues,Phase 3 (Hormone (endocrine) therapy; cycles),Hormone (endocrine) therapy,cycles,,visit_days,Y,day 1: ADT injection
prostate-long:n3:agents,prostate-long,n3,phase,Abiraterone + prednisone tablets (very high risk),Phase 4 (Hormone (endocrine) therapy; daily),Hormone (endocrine) therapy,daily,optional; off by default; concurrent,agents,Y,Abiraterone + prednisone tablets (very high risk) [Abiraterone] {Hormone (endocrine) therapy}
prostate-long:n3:duration,prostate-long,n3,phase,Abiraterone + prednisone tablets (very high risk),Phase 4 (Hormone (endocrine) therapy; daily),Hormone (endocrine) therapy,daily,optional; off by default; concurrent,duration,Y,104 weeks (daily)
prostate-long:n4:agents,prostate-long,n4,phase,Surveillance,Phase 5 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
prostate-long:n4:frequency_text,prostate-long,n4,phase,Surveillance,Phase 5 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,PSA blood test every 3 to 6 months
prostate-long:pathway:sequence,prostate-long,pathway,pathway,Radiation + 2–3 years of ADT (± abiraterone),Sequence of steps,,,,sequence,N,Hormone therapy begins (ADT injection) -> Radiation to the prostate -> Hormone therapy continues -> Abiraterone + prednisone tablets (very high risk) -> Surveillance
niagara:n0:agents,niagara,n0,phase,Gemcitabine + cisplatin + durvalumab (Imfinzi),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,agents,Y,Gemcitabine + cisplatin + durvalumab (Imfinzi) [Gem/cis + durvalumab] {Chemotherapy; Immunotherapy}
niagara:n0:cycle_length,niagara,n0,phase,Gemcitabine + cisplatin + durvalumab (Imfinzi),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,cycle_length,Y,21 days
niagara:n0:n_cycles,niagara,n0,phase,Gemcitabine + cisplatin + durvalumab (Imfinzi),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,n_cycles,Y,4
niagara:n0:visit_days,niagara,n0,phase,Gemcitabine + cisplatin + durvalumab (Imfinzi),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,visit_days,Y,"day 1: Cisplatin, gemcitabine, and durvalumab | day 8: Gemcitabine"
niagara:n1:interval_duration,niagara,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,5 weeks (Recovery before surgery)
niagara:n2:procedure_identity,niagara,n2,procedure,Surgery (radical cystectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (radical cystectomy) {Surgery}
niagara:n3:interval_duration,niagara,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,8 weeks (Healing after surgery)
niagara:n4:agents,niagara,n4,phase,Durvalumab (Imfinzi),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Durvalumab (Imfinzi) [Durvalumab] {Immunotherapy}
niagara:n4:cycle_length,niagara,n4,phase,Durvalumab (Imfinzi),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,28 days
niagara:n4:n_cycles,niagara,n4,phase,Durvalumab (Imfinzi),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,8
niagara:pathway:sequence,niagara,pathway,pathway,"NIAGARA: chemo + durvalumab, cystectomy, durvalumab",Sequence of steps,,,,sequence,N,Gemcitabine + cisplatin + durvalumab (Imfinzi) -> Recovery before surgery -> Surgery (radical cystectomy) -> Healing after surgery -> Durvalumab (Imfinzi)
kn564:n0:procedure_identity,kn564,n0,procedure,Surgery (nephrectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (nephrectomy) {Surgery}
kn564:n1:interval_duration,kn564,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,8 weeks (Healing after surgery)
kn564:n2:agents,kn564,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
kn564:n2:cycle_length,kn564,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
kn564:n2:n_cycles,kn564,n2,phase,Pembrolizumab (Keytruda),Phase 1 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,17
kn564:n3:agents,kn564,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Surveillance [Surveillance] {Surveillance}
kn564:n3:frequency_text,kn564,n3,phase,Surveillance,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Scans every 6 months
kn564:pathway:sequence,kn564,pathway,pathway,"KEYNOTE-564: nephrectomy, then pembrolizumab for a year",Sequence of steps,,,,sequence,N,Surgery (nephrectomy) -> Healing after surgery -> Pembrolizumab (Keytruda) -> Surveillance
active-surv:n0:agents,active-surv,n0,phase,Active surveillance,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Active surveillance [Active surveillance] {Surveillance}
active-surv:n0:frequency_text,active-surv,n0,phase,Active surveillance,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,PSA every 6 months; MRI and biopsy at set intervals
active-surv:pathway:sequence,active-surv,pathway,pathway,Active surveillance (low-risk prostate cancer),Sequence of steps,,,,sequence,N,Active surveillance
npc-crt:n0:agents,npc-crt,n0,phase,Radiation with cisplatin (chemoradiation),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Radiation with cisplatin (chemoradiation) [Radiation + cisplatin] {Radiation; Chemotherapy}
npc-crt:n0:duration,npc-crt,n0,phase,Radiation with cisplatin (chemoradiation),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,7 weeks (weekdays)
